Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Squat (Barbell)",5,225.0,5.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Squat (Barbell)",6,225.0,5.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Squat (Barbell)",7,225.0,4.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Squat (Barbell)",8,135.0,20.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Leg Extension (Machine)",1,145.0,12.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Leg Extension (Machine)",2,160.0,12.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Leg Extension (Machine)",3,70.0,40.0,0,0.0,
2023-03-30 18:43:34,"Legs and Shoulders 1",55m,"Seated Leg Curl (Machine)",1,70.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",1,45.0,10.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",2,95.0,3.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",3,135.0,2.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",4,155.0,5.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",5,155.0,4.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",6,155.0,4.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",7,155.0,3.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Bench Press (Barbell)",8,135.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Incline Bench Press (Dumbbell)",1,110.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Incline Bench Press (Dumbbell)",2,110.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Incline Bench Press (Dumbbell)",3,110.0,7.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",1,50.5,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",2,55.5,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",3,55.5,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",4,55.5,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",5,30.5,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Triceps Pushdown (Cable - Straight Bar)",6,15.5,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Kickback",1,17.5,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Kickback",2,17.5,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Kickback",3,17.5,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Chest Fly (Dumbbell)",1,50.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Chest Fly (Dumbbell)",2,50.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Chest Fly (Dumbbell)",3,50.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Skullcrusher (Barbell)",1,40.0,9.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Skullcrusher (Barbell)",2,40.0,11.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Skullcrusher (Barbell)",3,40.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Lateral Raise (Dumbbell)",1,40.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Lateral Raise (Dumbbell)",2,40.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Lateral Raise (Dumbbell)",3,40.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Crossover",1,40.0,12.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Crossover",2,50.0,8.0,0,0.0,
2023-04-01 15:20:45,"Chest And Tri’s 1",1h 41m,"Cable Crossover",3,30.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Step-up",1,0,10.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",1,135.0,10.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",2,225.0,5.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",3,275.0,1.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",4,295.0,2.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",5,295.0,2.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Deadlift (Barbell)",6,295.0,1.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hang Clean (Barbell)",1,45.0,5.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hang Clean (Barbell)",2,95.0,4.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hang Clean (Barbell)",3,115.0,1.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",1,95.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",2,135.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",3,135.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",4,135.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",5,115.0,5.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bent Over Row (Barbell)",6,95.0,5.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Pull Up",1,0.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Pull Up",2,0.0,6.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Pull Up",3,0.0,6.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Lat Pulldown (Cable)",1,145.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Lat Pulldown (Cable)",2,155.0,8.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Lat Pulldown (Cable)",3,155.0,8.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Lat Pulldown (Cable)",4,115.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Lat Pulldown (Cable)",5,75.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Iso-Lateral Row (Machine)",1,140.0,6.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Iso-Lateral Row (Machine)",2,120.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Iso-Lateral Row (Machine)",3,120.0,12.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Iso-Lateral Row (Machine)",4,80.0,7.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Iso-Lateral Row (Machine)",5,40.0,7.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hammer Curl (Dumbbell)",1,30.0,9.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hammer Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Hammer Curl (Dumbbell)",3,20.0,20.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bicep Curl (Barbell)",1,40.0,15.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Bicep Curl (Barbell)",2,40.0,21.0,0,0.0,
2023-04-02 15:42:10,"Back And Bi’s 1",1h 47m,"Chin Up",1,0,3.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",1,45.0,10.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",2,135.0,5.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",3,185.0,1.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",4,205.0,1.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",5,225.0,5.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",6,225.0,5.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",7,225.0,5.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",8,225.0,5.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Squat (Barbell)",9,135.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Single Leg RDL",1,45.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Single Leg RDL",2,45.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Calf Raise (Plate Loaded)",1,90.0,13.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Calf Raise (Plate Loaded)",2,90.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Calf Raise (Plate Loaded)",3,90.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Calf Raise (Plate Loaded)",4,90.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",1,160.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",2,160.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",3,160.0,7.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",4,100.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",5,60.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",6,160.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",7,100.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Leg Extension (Machine)",8,60.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",1,150.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",2,150.0,7.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",3,150.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",4,90.0,8.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",5,50.0,8.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",6,150.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",7,90.0,8.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Seated Leg Curl (Machine)",8,70.0,8.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Overhead Press (Barbell)",1,80.0,9.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Overhead Press (Barbell)",2,80.0,8.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Overhead Press (Barbell)",3,80.0,7.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Overhead Press (Barbell)",4,80.0,6.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Lateral Raise (Dumbbell)",1,40.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Lateral Raise (Dumbbell)",2,40.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Lateral Raise (Dumbbell)",3,40.0,12.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Shrug (Dumbbell)",1,90.0,7.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Shrug (Dumbbell)",2,90.0,7.0,0,0.0,
2023-04-03 15:58:35,"Legs and Shoulders 1",1h 44m,"Shrug (Dumbbell)",3,90.0,6.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",1,45.0,10.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",2,95.0,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",3,135.0,2.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",4,155.0,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",5,160.0,4.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",6,165.0,2.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",7,135.0,8.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",8,135.0,8.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Bench Press (Barbell)",9,135.0,8.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Incline Bench Press (Dumbbell)",1,110.0,7.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Incline Bench Press (Dumbbell)",2,110.0,7.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Incline Bench Press (Dumbbell)",3,90.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Incline Bench Press (Dumbbell)",4,90.0,8.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",1,110.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",2,110.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",3,70.0,6.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",4,110.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",5,70.0,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Chest Fly",6,50.0,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Pushdown (Cable - Straight Bar)",1,47.5,12.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Pushdown (Cable - Straight Bar)",2,55.5,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Pushdown (Cable - Straight Bar)",3,55.5,12.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Pushdown (Cable - Straight Bar)",4,35.5,7.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Pushdown (Cable - Straight Bar)",5,25.5,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Dip",1,0.0,6.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Dip",2,0.0,3.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Triceps Dip",3,0.0,5.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Cable Crossover",1,30.0,12.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Cable Crossover",2,30.0,12.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Cable Crossover",3,30.0,12.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Skullcrusher (Dumbbell)",1,15.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Skullcrusher (Dumbbell)",2,15.0,9.0,0,0.0,
2023-04-04 12:11:40,"Chest And Tri’s 1",1h 23m,"Skullcrusher (Dumbbell)",3,15.0,12.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bent Over Row (Barbell)",W,95.0,68.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bent Over Row (Barbell)",1,125.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bent Over Row (Barbell)",2,125.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bent Over Row (Barbell)",3,125.0,7.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",1,10.0,5.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",2,25.0,1.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",3,35.0,1.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",4,45.0,2.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",5,25.0,4.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",6,25.0,4.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",7,0.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Pull Up",8,0.0,7.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Iso-Lateral Row (Machine)",1,140.0,3.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Iso-Lateral Row (Machine)",2,100.0,12.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Iso-Lateral Row (Machine)",3,120.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Iso-Lateral Row (Machine)",4,120.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Lat Pulldown (Cable)",1,145.0,10.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Lat Pulldown (Cable)",2,145.0,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Lat Pulldown (Cable)",3,145.0,9.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bicep Curl (Dumbbell)",1,25.0,21.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Bicep Curl (Dumbbell)",2,25.0,18.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Hammer Curl (Dumbbell)",1,25.0,15.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Hammer Curl (Dumbbell)",2,25.0,14.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Reverse Curl (Barbell)",1,32.5,8.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Reverse Curl (Barbell)",2,27.5,12.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Reverse Curl (Barbell)",3,32.5,9.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Seated Palms Up Wrist Curl (Dumbbell)",1,50.0,12.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Seated Palms Up Wrist Curl (Dumbbell)",2,50.0,12.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Dragon Flag",1,0,9.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Dragon Flag",2,0,6.0,0,0.0,
2023-04-06 15:03:11,"Back And Bi’s 1",1h 25m,"Hanging Leg Raise",1,0,6.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",1,45.0,10.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",2,135.0,5.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",3,185.0,2.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",4,205.0,1.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",5,230.0,5.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",6,230.0,4.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",7,230.0,2.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",8,135.0,12.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Squat (Barbell)",9,135.0,12.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Calf Raise (Plate Loaded)",1,90.0,13.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Calf Raise (Plate Loaded)",2,90.0,11.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Calf Raise (Plate Loaded)",3,115.0,8.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Calf Raise (Plate Loaded)",4,70.0,15.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",1,150.0,9.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",2,150.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",3,150.0,6.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",4,110.0,9.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",5,70.0,9.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Leg Curl (Machine)",6,150.0,8.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",1,160.0,11.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",2,160.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",3,140.0,9.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",4,100.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",5,60.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",6,140.0,12.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",7,100.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Leg Extension (Machine)",8,60.0,7.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Overhead Press (Dumbbell)",1,50.0,8.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Overhead Press (Dumbbell)",2,90.0,9.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Overhead Press (Dumbbell)",3,90.0,8.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Overhead Press (Dumbbell)",4,90.0,5.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Seated Overhead Press (Dumbbell)",5,90.0,6.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Lateral Raise (Dumbbell)",1,40.0,11.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Lateral Raise (Dumbbell)",2,40.0,12.0,0,0.0,
2023-04-07 12:58:53,"Legs and Shoulders 1",1h 38m,"Lateral Raise (Dumbbell)",3,40.0,12.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",1,45.0,10.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",2,95.0,5.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",3,135.0,2.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",4,155.0,5.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",5,160.0,3.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",6,160.0,3.0,0,0.0,
2023-04-08 13:33:35,"Chest And Tri’s 1",1h 38m,"Bench Press (Barbell)",7,135.0,10.0,0,0.0,
