Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2021-10-18 17:19:34,"Push Day",1h 12m,"Incline Chest Fly (Dumbbell)",2,40.0,8.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Incline Chest Fly (Dumbbell)",3,40.0,8.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Lateral Raise (Dumbbell)",1,30.0,7.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Lateral Raise (Dumbbell)",2,20.0,8.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Lateral Raise (Dumbbell)",3,20.0,8.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Bench Press (Barbell)",1,85.0,5.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Bench Press (Barbell)",2,95.0,5.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Bench Press (Barbell)",3,95.0,5.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Bench Press (Barbell)",4,95.0,1.0,0,0.0,
2021-10-18 17:19:34,"Push Day",1h 12m,"Bench Press (Barbell)",5,85.0,5.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",1,45.0,10.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",2,75.0,5.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",3,95.0,5.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",4,95.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",5,95.0,5.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",6,95.0,5.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bent Over Row (Barbell)",7,95.0,2.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Shrug (Dumbbell)",1,80.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Shrug (Dumbbell)",2,80.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Shrug (Dumbbell)",3,80.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Pull Up",1,3.0,1.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Lat Pulldown (Cable)",1,70.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Lat Pulldown (Cable)",2,85.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Lat Pulldown (Cable)",3,85.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Hammer Curl (Cable)",1,17.5,16.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Hammer Curl (Cable)",2,17.5,16.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Hammer Curl (Cable)",3,15.0,16.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bicep Curl (Dumbbell)",1,50.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bicep Curl (Dumbbell)",2,40.0,8.0,0,0.0,
2021-10-19 19:56:26,"Pull Day",50m,"Bicep Curl (Dumbbell)",3,40.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",1,45.0,10.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",2,135.0,5.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",3,170.0,5.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",4,175.0,5.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",5,175.0,5.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Squat (Barbell)",6,185.0,5.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Calf Raise (Plate Loaded)",1,90.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Calf Raise (Plate Loaded)",2,90.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Calf Raise (Plate Loaded)",3,100.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Leg Extension (Machine)",1,105.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Leg Extension (Machine)",2,110.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Leg Extension (Machine)",3,125.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Leg Curl (Machine)",1,115.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Leg Curl (Machine)",2,115.0,8.0,0,0.0,
2021-10-21 20:16:10,"Leg Did Workout",23h 40m,"Seated Leg Curl (Machine)",3,70.0,12.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",1,30.0,12.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",2,60.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",3,60.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",4,70.0,4.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",5,60.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Seated Overhead Press (Dumbbell)",6,60.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",1,60.0,6.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",2,70.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",3,70.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",4,70.0,2.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",5,60.0,2.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Incline Bench Press (Dumbbell)",6,60.0,4.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Chest Fly (Band)",1,40.0,10.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Chest Fly (Band)",2,50.0,10.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Chest Fly (Band)",3,50.0,10.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Bench Press (Barbell)",1,85.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Bench Press (Barbell)",2,80.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Bench Press (Barbell)",3,75.0,7.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Dip",1,0.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Dip",2,0.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Dip",3,0.0,5.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Extension",1,34.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Extension",2,29.0,10.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Triceps Extension",3,29.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Lateral Raise (Dumbbell)",1,30.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Lateral Raise (Dumbbell)",2,20.0,8.0,0,0.0,
2021-10-22 19:56:21,"Push Day",58m,"Lateral Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Bent Over One Arm Row (Dumbbell)",1,70.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Bent Over One Arm Row (Dumbbell)",2,80.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Bent Over One Arm Row (Dumbbell)",3,80.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Deadlift (Barbell)",1,135.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Deadlift (Barbell)",2,165.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Deadlift (Barbell)",3,185.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Power Clean",1,65.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Power Clean",2,65.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Power Clean",3,65.0,5.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Shrug (Barbell)",1,85.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Shrug (Barbell)",2,100.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Shrug (Barbell)",3,100.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Pull Up",1,0.0,1.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Lat Pulldown (Machine)",1,85.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Lat Pulldown (Machine)",2,85.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Lat Pulldown (Machine)",3,85.0,7.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Preacher Curl (Barbell)",1,42.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Preacher Curl (Barbell)",2,37.0,8.0,0,0.0,
2021-10-24 16:50:01,"Pull Day",1h 12m,"Preacher Curl (Barbell)",3,32.0,6.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",1,45.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",2,135.0,5.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",3,185.0,5.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",4,145.0,5.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",5,165.0,5.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Squat (Barbell)",F,185.0,3.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Standing Calf Raise (Barbell)",1,95.0,20.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Standing Calf Raise (Barbell)",2,115.0,20.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Standing Calf Raise (Barbell)",3,125.0,20.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Bulgarian Split Squat",1,70.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Bulgarian Split Squat",2,70.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Bulgarian Split Squat",3,70.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Bulgarian Split Squat",4,70.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Bulgarian Split Squat",5,70.0,10.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Leg Extension (Machine)",1,115.0,8.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Leg Extension (Machine)",2,120.0,8.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Leg Extension (Machine)",3,125.0,8.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Seated Leg Curl (Machine)",1,115.0,8.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Seated Leg Curl (Machine)",2,125.0,8.0,0,0.0,
2021-10-25 19:54:45,"Leg Workout",56m,"Seated Leg Curl (Machine)",3,125.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",1,45.0,10.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",2,65.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",3,70.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",4,75.0,4.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",5,70.0,3.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Overhead Press (Barbell)",6,65.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Incline Bench Press (Dumbbell)",1,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Incline Bench Press (Dumbbell)",2,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Incline Bench Press (Dumbbell)",3,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Incline Bench Press (Dumbbell)",4,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Incline Bench Press (Dumbbell)",5,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Bench Press (Dumbbell)",1,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Bench Press (Dumbbell)",2,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Bench Press (Dumbbell)",3,60.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Bench Press (Dumbbell)",4,60.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Chest Fly (Band)",1,30.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Chest Fly (Band)",2,40.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Chest Fly (Band)",3,40.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Extension",1,32.5,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Extension",2,34.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Extension",3,34.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Dip",1,0.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Dip",2,0.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Triceps Dip",3,0.0,5.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Lateral Raise (Dumbbell)",1,20.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Lateral Raise (Dumbbell)",2,20.0,8.0,0,0.0,
2021-11-03 16:12:57,"Push Day",58m,"Lateral Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",1,45.0,10.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",2,75.0,5.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",3,95.0,5.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",4,95.0,5.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",5,95.0,5.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Bent Over Row (Barbell)",6,85.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Power Clean",1,65.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Power Clean",2,65.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Power Clean",3,65.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Shrug (Dumbbell)",1,80.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Shrug (Dumbbell)",2,80.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Shrug (Dumbbell)",3,80.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Pull Up",1,0.0,1.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Lat Pulldown (Machine)",1,85.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Lat Pulldown (Machine)",2,85.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Lat Pulldown (Machine)",3,85.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Preacher Curl (Barbell)",1,37.0,8.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Preacher Curl (Barbell)",2,42.0,4.0,0,0.0,
2021-11-04 20:02:39,"Pull Day",58m,"Preacher Curl (Barbell)",3,37.0,6.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",1,30.0,10.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",2,60.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",3,60.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",4,60.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",5,60.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Seated Overhead Press (Dumbbell)",6,60.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Chest Fly (Band)",1,40.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Chest Fly (Band)",2,40.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Chest Fly (Band)",3,40.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Bench Press (Barbell)",1,85.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Bench Press (Barbell)",2,90.0,4.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Bench Press (Barbell)",3,85.0,4.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Bench Press (Barbell)",4,75.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Bench Press (Barbell)",5,75.0,5.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Triceps Extension",1,35.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Triceps Extension",2,35.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Triceps Extension",3,35.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Lateral Raise (Dumbbell)",1,20.0,8.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Lateral Raise (Dumbbell)",2,30.0,6.0,0,0.0,
2021-11-13 15:27:55,"Push Day",52m,"Lateral Raise (Dumbbell)",3,20.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",1,45.0,10.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",2,75.0,5.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",3,95.0,5.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",4,95.0,5.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",5,95.0,5.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Bent Over Row (Barbell)",6,95.0,5.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Shrug (Barbell)",1,95.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Shrug (Barbell)",2,105.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Shrug (Barbell)",3,105.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Pull Up",1,0.0,1.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Pull Up",2,0,1.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Lat Pulldown (Machine)",1,85.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Lat Pulldown (Machine)",2,85.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Lat Pulldown (Machine)",3,85.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Preacher Curl (Barbell)",1,42.0,4.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Preacher Curl (Barbell)",2,37.0,8.0,0,0.0,
2021-11-14 08:45:07,"Pull Day",33m,"Preacher Curl (Barbell)",3,37.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",W,45.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",1,65.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",2,65.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",3,65.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",F,65.0,4.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Overhead Press (Barbell)",D,60.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Incline Chest Fly (Dumbbell)",1,30.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Incline Chest Fly (Dumbbell)",2,30.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Incline Chest Fly (Dumbbell)",3,40.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Extension",1,25.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Extension",2,31.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Extension",3,31.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",W,45.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",1,75.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",2,95.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",3,95.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",4,100.0,4.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Bench Press (Barbell)",5,90.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Dip",1,0.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Dip",2,0.0,10.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Triceps Dip",3,0.0,7.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Lateral Raise (Dumbbell)",1,20.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Lateral Raise (Dumbbell)",2,20.0,8.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Lateral Raise (Dumbbell)",3,30.0,5.0,0,0.0,
2021-11-15 19:11:15,"Push Day",1h 15m,"Lateral Raise (Dumbbell)",4,20.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",1,45.0,10.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",2,135.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",3,165.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",4,185.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",5,195.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Squat (Barbell)",6,205.0,4.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Deadlift (Barbell)",1,135.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Deadlift (Barbell)",2,135.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Deadlift (Barbell)",3,95.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Deadlift (Barbell)",4,95.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Deadlift (Barbell)",5,95.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Calf Raise (Plate Loaded)",1,100.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Calf Raise (Plate Loaded)",2,80.0,10.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Calf Raise (Plate Loaded)",3,80.0,10.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Leg Extension (Machine)",1,105.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Leg Extension (Machine)",2,100.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Leg Extension (Machine)",3,105.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Leg Extension (Machine)",4,105.0,5.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Leg Curl (Machine)",1,115.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Leg Curl (Machine)",2,125.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Seated Leg Curl (Machine)",3,125.0,8.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Bulgarian Split Squat",1,80.0,16.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Bulgarian Split Squat",2,60.0,16.0,0,0.0,
2021-11-22 19:32:45,"Leg Workout",1h 8m,"Bulgarian Split Squat",3,60.0,16.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",1,30.0,10.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",2,60.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",3,70.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",4,70.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",5,70.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Seated Overhead Press (Dumbbell)",6,60.0,6.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Bench Press (Barbell)",1,45.0,10.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Bench Press (Barbell)",2,75.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Bench Press (Barbell)",3,95.0,5.0,0,0.0,
2021-11-29 19:44:09,"Push Day",57m,"Bench Press (Barbell)",4,100.0,5.0,0,0.0,
