date,sleep_hours,sleep_quality,mood,nutrition,stress,soreness_quads,soreness_hamstrings,soreness_glutes,soreness_back,soreness_chest,soreness_shoulders,soreness_biceps,soreness_triceps,avg_soreness,readiness,notes
2026-03-04,8.0,0.6,0.8,0.8,0.8,0.5,0.9,0.5,0.1,0.2,0.7,0.2,0.7,0.47,0.559,nope
